epoch,time,generator_loss,discriminator_loss
271,2022_08_26_10_23_05,12.4799,0.2825
272,2022_08_26_10_23_06,11.5506,0.0452
273,2022_08_26_10_23_08,11.4479,-1.2718
274,2022_08_26_10_23_10,10.7901,0.2502
275,2022_08_26_10_23_12,11.1885,-1.8299
276,2022_08_26_10_23_15,11.3401,0.0200
277,2022_08_26_10_23_16,11.6065,-0.4692
278,2022_08_26_10_23_18,9.9648,-1.1816
279,2022_08_26_10_23_20,8.9072,0.5767
280,2022_08_26_10_23_22,10.8240,0.0707
281,2022_08_26_10_23_24,10.7279,-1.2498
282,2022_08_26_10_23_26,11.1496,-1.3311
283,2022_08_26_10_23_28,10.1981,-0.9940
284,2022_08_26_10_23_30,11.2585,-2.4015
285,2022_08_26_10_23_32,9.4742,-0.6102
286,2022_08_26_10_23_34,9.2976,1.1809
287,2022_08_26_10_23_36,11.1843,-1.3016
288,2022_08_26_10_23_38,10.0406,1.2699
289,2022_08_26_10_23_40,9.9299,-1.8280
290,2022_08_26_10_23_42,10.3012,-0.8460
291,2022_08_26_10_23_43,11.7604,-1.3071
292,2022_08_26_10_23_45,9.1935,-1.8226
293,2022_08_26_10_23_47,11.6008,1.7627
294,2022_08_26_10_23_49,8.2775,1.4884
295,2022_08_26_10_23_51,11.2746,-2.1294
296,2022_08_26_10_23_53,9.2925,-1.3704
297,2022_08_26_10_23_55,10.2273,-0.8743
298,2022_08_26_10_23_57,7.9550,-0.5723
299,2022_08_26_10_24_00,7.1361,-1.1329
300,2022_08_26_10_24_02,9.3991,-1.2478
301,2022_08_26_10_24_04,8.2764,1.9515
302,2022_08_26_10_24_06,8.6696,-2.3433
303,2022_08_26_10_24_08,9.3742,-1.9907
304,2022_08_26_10_24_10,9.2856,0.3750
305,2022_08_26_10_24_12,10.3961,1.2123
306,2022_08_26_10_24_14,10.7237,-0.8239
307,2022_08_26_10_24_16,8.3840,-1.5582
308,2022_08_26_10_24_18,9.6053,-2.7359
309,2022_08_26_10_24_20,9.0717,-0.2268
310,2022_08_26_10_24_22,10.1939,0.6724
311,2022_08_26_10_24_24,9.4962,-2.2575
312,2022_08_26_10_24_26,7.7251,-0.3461
313,2022_08_26_10_24_28,9.9210,-0.4981
314,2022_08_26_10_24_30,11.2696,-0.1074
315,2022_08_26_10_24_32,10.9811,-3.2740
316,2022_08_26_10_24_34,12.1350,-0.2855
317,2022_08_26_10_24_36,9.8065,1.1071
318,2022_08_26_10_24_38,10.3956,1.1896
319,2022_08_26_10_24_40,7.9314,-0.5850
320,2022_08_26_10_24_42,9.4026,-0.5284
321,2022_08_26_10_24_44,9.0818,2.1272
322,2022_08_26_10_24_46,8.5366,0.6893
323,2022_08_26_10_24_48,11.2921,-0.4664
324,2022_08_26_10_24_50,9.8662,1.8998
325,2022_08_26_10_24_51,11.8085,-0.7364
326,2022_08_26_10_24_53,9.3284,-1.2655
327,2022_08_26_10_24_56,11.2601,0.7173
328,2022_08_26_10_24_57,9.5676,0.7294
329,2022_08_26_10_24_59,10.6601,-2.0571
330,2022_08_26_10_25_01,7.9372,-3.5849
331,2022_08_26_10_25_03,9.6923,-0.3031
332,2022_08_26_10_25_05,10.1121,-1.4825
333,2022_08_26_10_25_07,9.0317,-0.1999
334,2022_08_26_10_25_09,10.1099,0.6610
335,2022_08_26_10_25_11,9.5205,0.8695
336,2022_08_26_10_25_13,10.2756,0.2937
337,2022_08_26_10_25_15,9.9586,0.9856
338,2022_08_26_10_25_17,9.1317,0.4386
339,2022_08_26_10_25_19,10.5341,0.0057
340,2022_08_26_10_25_20,10.7583,0.9368
341,2022_08_26_10_25_22,10.5072,-0.3240
342,2022_08_26_10_25_24,10.1902,-1.9726
343,2022_08_26_10_25_26,9.5656,-1.3552
344,2022_08_26_10_25_28,7.9081,0.6763
345,2022_08_26_10_25_30,8.1291,-0.2696
346,2022_08_26_10_25_32,8.3529,1.1692
347,2022_08_26_10_25_34,10.4469,0.9816
348,2022_08_26_10_25_36,10.9698,0.2515
349,2022_08_26_10_25_38,8.7995,-1.5876
350,2022_08_26_10_25_40,11.7057,-0.0019
351,2022_08_26_10_25_42,12.7568,2.9981
352,2022_08_26_10_25_44,11.0806,-1.9079
353,2022_08_26_10_25_46,12.7874,-0.4185
354,2022_08_26_10_25_48,10.2586,0.7409
355,2022_08_26_10_25_50,11.4154,0.0712
356,2022_08_26_10_25_51,9.3690,-0.9596
357,2022_08_26_10_25_53,8.9734,-0.6004
358,2022_08_26_10_25_55,13.8282,-2.5588
359,2022_08_26_10_25_57,12.5986,0.1609
360,2022_08_26_10_25_59,10.3793,-1.6923
361,2022_08_26_10_26_01,7.8772,0.6349
362,2022_08_26_10_26_03,11.0366,0.7587
363,2022_08_26_10_26_05,10.2910,-1.4855
364,2022_08_26_10_26_07,10.2913,0.4279
365,2022_08_26_10_26_09,10.4437,0.2680
366,2022_08_26_10_26_11,10.3298,1.5028
367,2022_08_26_10_26_13,9.2791,-0.7828
368,2022_08_26_10_26_15,10.1392,1.4051
369,2022_08_26_10_26_16,11.4630,0.8223
370,2022_08_26_10_26_18,10.3344,-1.9188
371,2022_08_26_10_26_20,11.1692,0.3853
372,2022_08_26_10_26_22,9.7679,-1.8608
373,2022_08_26_10_26_24,8.3629,0.7123
374,2022_08_26_10_26_26,7.7370,1.7875
375,2022_08_26_10_26_28,8.7019,0.4436
376,2022_08_26_10_26_30,9.1433,-1.8845
377,2022_08_26_10_26_32,7.3958,-1.6197
378,2022_08_26_10_26_34,10.1421,1.0314
379,2022_08_26_10_26_36,11.2123,-0.0827
380,2022_08_26_10_26_38,8.1221,0.9940
381,2022_08_26_10_26_40,12.7981,-0.0773
382,2022_08_26_10_26_42,11.1736,-0.2397
383,2022_08_26_10_26_44,10.9654,-1.5770
384,2022_08_26_10_26_46,11.1381,0.3398
385,2022_08_26_10_26_48,9.9012,0.7125
386,2022_08_26_10_26_50,9.8652,1.1122
387,2022_08_26_10_26_52,6.8271,-0.7501
388,2022_08_26_10_26_54,9.1302,-1.4118
389,2022_08_26_10_26_56,7.5361,-0.2961
390,2022_08_26_10_26_58,9.3065,-1.0293
391,2022_08_26_10_27_00,9.2478,2.5334
392,2022_08_26_10_27_03,8.6730,0.1846
393,2022_08_26_10_27_05,10.0274,-1.3641
394,2022_08_26_10_27_07,9.2834,-1.4086
395,2022_08_26_10_27_09,7.1582,-0.9067
396,2022_08_26_10_27_11,8.0984,0.2849
397,2022_08_26_10_27_13,8.9954,-0.7434
398,2022_08_26_10_27_15,8.7502,0.0413
399,2022_08_26_10_27_17,9.3390,-0.1637
400,2022_08_26_10_27_19,10.4023,-0.1180
401,2022_08_26_10_27_21,8.6377,0.1356
402,2022_08_26_10_27_23,8.0761,-1.0247
403,2022_08_26_10_27_25,8.3608,0.7861
404,2022_08_26_10_27_27,9.5496,-1.4765
405,2022_08_26_10_27_29,10.5616,2.0104
406,2022_08_26_10_27_30,10.5259,-2.6187
407,2022_08_26_10_27_32,9.6368,0.0749
408,2022_08_26_10_27_34,11.6793,-0.7829
409,2022_08_26_10_27_36,7.2649,-4.9656
410,2022_08_26_10_27_38,8.7814,0.8005
411,2022_08_26_10_27_40,7.3823,-0.9349
412,2022_08_26_10_27_42,9.6361,0.4441
413,2022_08_26_10_27_44,8.1853,0.7190
414,2022_08_26_10_27_46,9.4277,0.3469
415,2022_08_26_10_27_48,8.7627,-0.1233
416,2022_08_26_10_27_51,8.4948,-2.4715
417,2022_08_26_10_27_53,9.3239,1.1101
418,2022_08_26_10_27_55,7.6410,-1.8826
419,2022_08_26_10_27_57,7.6269,-0.7084
420,2022_08_26_10_27_59,8.1900,-0.9705
421,2022_08_26_10_28_01,7.0435,-1.7450
422,2022_08_26_10_28_03,8.1535,-0.1231
423,2022_08_26_10_28_05,7.6718,-0.7444
424,2022_08_26_10_28_07,7.6357,0.5426
425,2022_08_26_10_28_09,10.1967,2.1062
426,2022_08_26_10_28_11,12.1429,-1.3673
427,2022_08_26_10_28_12,10.7198,-3.8961
428,2022_08_26_10_28_14,13.1706,-1.3975
429,2022_08_26_10_28_16,10.6192,-1.1192
430,2022_08_26_10_28_18,11.8646,1.6923
431,2022_08_26_10_28_20,9.8571,0.0719
432,2022_08_26_10_28_22,11.2890,-0.0390
433,2022_08_26_10_28_24,10.1541,0.0488
434,2022_08_26_10_28_26,12.8031,-0.0754
435,2022_08_26_10_28_28,10.5039,0.0360
436,2022_08_26_10_28_30,10.6172,-1.8604
437,2022_08_26_10_28_32,9.6360,-1.0466
438,2022_08_26_10_28_34,9.3172,0.8563
439,2022_08_26_10_28_36,9.3059,-1.0410
440,2022_08_26_10_28_38,9.7675,0.7058
441,2022_08_26_10_28_40,10.4892,2.5613
442,2022_08_26_10_28_42,10.2139,0.2026
443,2022_08_26_10_28_44,10.6792,1.7054
444,2022_08_26_10_28_46,11.2570,-0.8564
445,2022_08_26_10_28_48,12.7258,-1.4693
446,2022_08_26_10_28_50,12.2583,-0.7336
447,2022_08_26_10_28_52,9.7271,-0.0076
448,2022_08_26_10_28_54,9.5248,-2.2462
449,2022_08_26_10_28_56,9.4922,-0.5304
450,2022_08_26_10_28_58,11.5184,-1.9194
451,2022_08_26_10_29_00,10.3460,-1.6058
452,2022_08_26_10_29_02,13.0669,-1.2340
453,2022_08_26_10_29_04,12.6798,-0.5882
454,2022_08_26_10_29_06,11.9664,-0.8185
455,2022_08_26_10_29_08,11.0020,-2.4484
456,2022_08_26_10_29_10,13.4534,-1.3536
457,2022_08_26_10_29_12,12.8126,-0.8232
458,2022_08_26_10_29_14,11.1214,0.3968
459,2022_08_26_10_29_16,9.1899,0.0694
460,2022_08_26_10_29_18,8.9857,0.2188
461,2022_08_26_10_29_20,9.8269,0.1188
462,2022_08_26_10_29_22,9.5871,-0.3443
463,2022_08_26_10_29_24,9.0382,-0.7448
464,2022_08_26_10_29_26,9.3170,-0.2063
465,2022_08_26_10_29_28,10.8491,-0.0164
466,2022_08_26_10_29_30,9.7251,-0.5907
467,2022_08_26_10_29_32,6.4895,-1.1735
468,2022_08_26_10_29_34,5.7262,-0.4218
469,2022_08_26_10_29_36,8.5914,-0.3301
470,2022_08_26_10_29_38,8.4575,-0.2867
471,2022_08_26_10_29_40,9.4503,-2.2991
472,2022_08_26_10_29_42,9.9757,-0.5022
473,2022_08_26_10_29_44,8.0495,-0.7274
474,2022_08_26_10_29_46,8.3347,0.5455
475,2022_08_26_10_29_48,8.8764,-1.5400
476,2022_08_26_10_29_50,8.6901,2.1659
477,2022_08_26_10_29_52,8.6253,-1.4503
478,2022_08_26_10_29_54,8.6149,0.6903
479,2022_08_26_10_29_56,10.4223,1.2579
480,2022_08_26_10_29_58,7.7342,-0.7916
481,2022_08_26_10_30_00,7.9885,-1.2593
482,2022_08_26_10_30_02,7.8868,-2.3277
483,2022_08_26_10_30_04,8.8612,0.2196
484,2022_08_26_10_30_06,9.6710,-2.5477
485,2022_08_26_10_30_08,10.7860,-1.5585
486,2022_08_26_10_30_10,10.8723,-0.3303
487,2022_08_26_10_30_12,10.1333,0.2608
488,2022_08_26_10_30_14,11.1307,1.8178
489,2022_08_26_10_30_16,11.6515,2.5551
490,2022_08_26_10_30_18,11.0515,-0.1025
491,2022_08_26_10_30_20,10.9424,2.5719
492,2022_08_26_10_30_22,9.2614,1.3726
493,2022_08_26_10_30_23,9.4610,0.7319
494,2022_08_26_10_30_25,8.4414,0.2568
495,2022_08_26_10_30_27,10.6597,-1.5880
496,2022_08_26_10_30_29,11.0325,0.2006
497,2022_08_26_10_30_31,11.4166,1.0300
498,2022_08_26_10_30_33,10.0613,1.4791
499,2022_08_26_10_30_35,11.8340,-2.7831
500,2022_08_26_10_30_37,11.2768,-0.7823
501,2022_08_26_10_30_39,11.1837,-0.1711
502,2022_08_26_10_30_41,11.6308,1.1840
503,2022_08_26_10_30_43,10.7778,-1.0987
504,2022_08_26_10_30_45,10.2894,-0.7955
505,2022_08_26_10_30_47,7.4188,0.5485
506,2022_08_26_10_30_49,9.6267,-0.5201
507,2022_08_26_10_30_51,8.1880,-1.8571
508,2022_08_26_10_30_53,7.9634,2.2014
509,2022_08_26_10_30_55,6.2258,-1.9565
510,2022_08_26_10_30_57,9.5144,-0.9891
511,2022_08_26_10_30_59,9.0137,2.4813
512,2022_08_26_10_31_01,8.5891,-0.9845
513,2022_08_26_10_31_03,6.4455,-1.2237
514,2022_08_26_10_31_05,9.3214,0.0676
515,2022_08_26_10_31_07,10.1486,-0.1155
516,2022_08_26_10_31_09,7.9798,1.2291
517,2022_08_26_10_31_11,10.8063,-0.4078
518,2022_08_26_10_31_13,9.4545,-0.8973
519,2022_08_26_10_31_15,10.2057,0.9209
520,2022_08_26_10_31_17,8.8363,0.0259
521,2022_08_26_10_31_19,8.6978,-1.2354
522,2022_08_26_10_31_21,9.2441,1.5781
523,2022_08_26_10_31_23,8.2627,1.5832
524,2022_08_26_10_31_26,7.3870,0.4530
525,2022_08_26_10_31_28,8.3232,-1.0066
526,2022_08_26_10_31_30,9.1485,-1.7660
527,2022_08_26_10_31_32,9.5918,-2.0022
528,2022_08_26_10_31_34,10.2691,-1.9455
529,2022_08_26_10_31_36,9.9936,-1.3411
530,2022_08_26_10_31_38,12.0140,-0.8282
531,2022_08_26_10_31_40,8.3290,1.5322
532,2022_08_26_10_31_43,9.2691,1.3659
533,2022_08_26_10_31_45,9.9982,0.4848
534,2022_08_26_10_31_47,9.7125,-1.0939
535,2022_08_26_10_31_49,9.2083,-1.6422
536,2022_08_26_10_31_51,8.6150,-0.4385
537,2022_08_26_10_31_53,8.8389,-0.2946
538,2022_08_26_10_31_55,7.8524,0.4585
539,2022_08_26_10_31_57,9.5584,-0.3741
540,2022_08_26_10_31_59,8.4525,0.0402
