epoch,time,generator_loss,discriminator_loss
253,2022_08_12_16_28_57,-4.7833,-1.4047
254,2022_08_12_16_29_13,-4.5837,-0.5618
255,2022_08_12_16_29_30,-6.3223,1.6750
256,2022_08_12_16_29_47,-9.7963,0.7978
257,2022_08_12_16_30_04,-4.7637,1.3583
258,2022_08_12_16_30_20,-8.2486,2.9355
259,2022_08_12_16_30_39,-8.6035,-3.2779
260,2022_08_12_16_30_55,-6.0912,1.4645
261,2022_08_12_16_31_12,-3.2954,0.0652
262,2022_08_12_16_31_29,-5.9847,0.5076
263,2022_08_12_16_31_48,-4.9086,2.4287
264,2022_08_12_16_32_05,-4.6626,0.3330
265,2022_08_12_16_32_21,-4.7197,-4.5996
266,2022_08_12_16_32_37,-6.5550,1.2099
267,2022_08_12_16_32_54,-7.8091,5.3761
268,2022_08_12_16_33_10,-7.0434,-2.9350
269,2022_08_12_16_33_26,-11.1568,-0.8305
270,2022_08_12_16_33_41,-8.4955,-1.8500
271,2022_08_12_16_33_58,-9.6403,-1.4038
272,2022_08_12_16_34_15,-12.9863,2.8371
273,2022_08_12_16_34_33,-10.3823,-0.4387
274,2022_08_12_16_34_50,-6.9263,1.6554
275,2022_08_12_16_35_06,-8.9830,-1.9240
276,2022_08_12_16_35_22,-9.1270,2.5434
277,2022_08_12_16_35_38,-10.0492,2.2511
278,2022_08_12_16_35_55,-9.0708,0.1118
279,2022_08_12_16_36_12,-6.9759,2.6471
280,2022_08_12_16_36_28,-7.3394,-0.4348
281,2022_08_12_16_36_44,-8.4106,0.9374
282,2022_08_12_16_37_00,-6.4411,1.1439
283,2022_08_12_16_37_16,-6.9566,-1.6033
284,2022_08_12_16_37_33,-7.4493,-3.4689
285,2022_08_12_16_37_50,-5.9322,-1.1346
286,2022_08_12_16_38_07,-7.9002,-1.0240
287,2022_08_12_16_38_24,-6.2111,-1.5021
288,2022_08_12_16_38_40,-7.3991,3.4828
289,2022_08_12_16_38_58,-7.3288,-0.5678
290,2022_08_12_16_39_14,-8.3478,1.3665
291,2022_08_12_16_39_31,-9.2125,2.6453
292,2022_08_12_16_39_47,-10.6891,-0.2596
293,2022_08_12_16_40_03,-10.9199,-1.4084
294,2022_08_12_16_40_19,-10.6388,0.9745
295,2022_08_12_16_40_36,-11.5060,-3.8204
296,2022_08_12_16_40_52,-10.4688,-0.9904
297,2022_08_12_16_41_09,-8.8552,-3.3428
298,2022_08_12_16_41_26,-6.6231,1.6345
299,2022_08_12_16_41_42,-4.7003,-1.5150
300,2022_08_12_16_41_59,-3.4336,-1.3196
301,2022_08_12_16_42_16,-5.1768,0.5536
302,2022_08_12_16_42_32,-2.4992,-2.7732
303,2022_08_12_16_42_49,-2.1702,-0.2200
304,2022_08_12_16_43_06,-4.4227,-0.6158
305,2022_08_12_16_43_22,-4.3210,0.6624
306,2022_08_12_16_43_38,-4.5350,-1.1605
307,2022_08_12_16_43_56,-1.6112,1.4059
308,2022_08_12_16_44_12,-5.0780,1.9966
309,2022_08_12_16_44_41,-0.1766,2.2807
310,2022_08_12_16_44_58,-5.0139,-0.3946
311,2022_08_12_16_45_14,-5.0619,1.3767
312,2022_08_12_16_45_31,-2.0675,2.2025
313,2022_08_12_16_45_49,-4.1491,-1.2400
314,2022_08_12_16_46_05,-6.8152,0.8522
315,2022_08_12_16_46_21,-6.2580,-1.8441
316,2022_08_12_16_46_36,-5.8963,0.6834
317,2022_08_12_16_46_52,-3.8165,-1.8962
318,2022_08_12_16_47_08,-5.9664,-0.2083
319,2022_08_12_16_47_23,-1.7755,-2.7988
320,2022_08_12_16_47_40,-4.4576,0.5674
321,2022_08_12_16_47_57,-0.6705,0.0044
322,2022_08_12_16_48_11,-1.5045,-0.3387
323,2022_08_12_16_48_28,-3.9827,-2.1402
324,2022_08_12_16_48_43,-1.9417,0.2050
