epoch,time,generator_loss,discriminator_loss
188,2022_08_16_09_59_31,12.7908,-0.4394
189,2022_08_16_09_59_33,13.3759,-1.2713
190,2022_08_16_09_59_35,14.3728,-1.7781
191,2022_08_16_09_59_38,14.4282,-0.8616
192,2022_08_16_09_59_40,15.5649,-2.8131
193,2022_08_16_09_59_42,13.0117,-0.0863
194,2022_08_16_09_59_44,14.8259,-1.4487
195,2022_08_16_09_59_46,14.9634,0.1731
196,2022_08_16_09_59_49,15.0588,1.9594
197,2022_08_16_09_59_51,12.8136,-0.1285
198,2022_08_16_09_59_53,14.1057,-2.0570
199,2022_08_16_09_59_55,13.1529,0.0487
200,2022_08_16_09_59_58,14.3442,-1.5738
201,2022_08_16_10_00_00,13.5685,0.3170
202,2022_08_16_10_00_02,12.9734,1.7504
203,2022_08_16_10_00_04,13.5445,-0.4913
204,2022_08_16_10_00_06,13.7497,-1.9545
205,2022_08_16_10_00_09,12.3698,0.8733
206,2022_08_16_10_00_11,13.4912,2.5445
207,2022_08_16_10_00_13,12.4971,-1.4895
208,2022_08_16_10_00_15,12.7752,-1.5812
209,2022_08_16_10_00_18,14.3999,-0.6788
210,2022_08_16_10_00_20,14.1046,-2.0474
211,2022_08_16_10_00_22,12.9228,1.3823
212,2022_08_16_10_00_24,12.6142,-0.8747
213,2022_08_16_10_00_27,13.3486,0.6795
214,2022_08_16_10_00_29,13.0313,1.6085
215,2022_08_16_10_00_31,16.0202,-0.8188
216,2022_08_16_10_00_33,14.0453,-0.1803
217,2022_08_16_10_00_35,13.2213,1.4385
218,2022_08_16_10_00_38,13.8965,-0.1500
219,2022_08_16_10_00_40,15.1646,-0.3823
220,2022_08_16_10_00_42,15.1460,1.9301
221,2022_08_16_10_00_44,13.8035,-0.6882
222,2022_08_16_10_00_47,14.6625,-0.3504
223,2022_08_16_10_00_49,11.4653,0.3830
224,2022_08_16_10_00_50,14.3716,2.2159
225,2022_08_16_10_00_53,13.8634,-0.2219
226,2022_08_16_10_00_55,14.6456,0.4468
227,2022_08_16_10_00_57,12.4660,-2.0362
228,2022_08_16_10_00_59,14.4424,0.7291
229,2022_08_16_10_01_02,13.9474,-0.1854
230,2022_08_16_10_01_04,15.1864,-0.8215
231,2022_08_16_10_01_06,12.9981,0.4667
232,2022_08_16_10_01_09,14.6256,-0.2770
233,2022_08_16_10_01_11,14.6289,-0.1736
234,2022_08_16_10_01_13,14.6794,0.6189
235,2022_08_16_10_01_15,12.5610,-0.2735
236,2022_08_16_10_01_18,15.8220,-0.5598
237,2022_08_16_10_01_20,14.6399,1.3567
238,2022_08_16_10_01_22,14.2076,-0.9566
239,2022_08_16_10_01_24,14.9109,0.1083
240,2022_08_16_10_01_27,14.9683,1.9473
241,2022_08_16_10_01_29,16.4670,-0.3338
242,2022_08_16_10_01_31,15.6840,-1.0428
243,2022_08_16_10_01_34,17.6717,-0.2648
244,2022_08_16_10_01_36,17.0526,-0.0442
245,2022_08_16_10_01_39,15.6080,0.7110
246,2022_08_16_10_01_42,18.2692,-1.6518
247,2022_08_16_10_01_44,17.4128,1.8325
248,2022_08_16_10_01_47,18.1845,-0.3941
249,2022_08_16_10_01_49,18.6056,0.6125
250,2022_08_16_10_01_52,19.2936,0.0441
251,2022_08_16_10_01_54,18.6238,-0.2022
252,2022_08_16_10_01_57,17.3974,-1.4287
253,2022_08_16_10_02_00,18.6410,1.2526
254,2022_08_16_10_02_02,19.5882,1.9086
255,2022_08_16_10_02_05,18.4374,-0.8409
256,2022_08_16_10_02_08,19.9974,0.0227
257,2022_08_16_10_02_10,19.9723,0.9674
258,2022_08_16_10_02_13,19.5319,-0.8045
259,2022_08_16_10_02_15,20.1903,-0.1001
260,2022_08_16_10_02_18,18.2894,-0.5526
261,2022_08_16_10_02_21,17.0595,-2.7409
262,2022_08_16_10_02_23,18.1675,0.8915
263,2022_08_16_10_02_25,17.0485,-0.2888
264,2022_08_16_10_02_27,15.7949,-0.6766
265,2022_08_16_10_02_30,14.3421,-0.5306
